picture;condition;sentence;type_change;changed_to;sentence_gender;picture_gender;sentence_id
TS_astronauten_seilspringen_brunnen_frauen.jpg;Target;Die Astronauten springen Seil vor dem Brunnen.;;;gen_masc;women;1
TS_astronauten_seilspringen_brunnen_männer.jpg;Target;Die Astronauten springen Seil vor dem Brunnen.;;;gen_masc;men;1
TS_astronauten_seilspringen_brunnen_gemischt.jpg;Target;Die Astronauten springen Seil vor dem Brunnen.;;;gen_masc;mixed;1
TS_astronauten_seilspringen_brunnen_frauen.jpg;Target;Die Astronaut*innen springen Seil vor dem Brunnen.;;;gen_star;women;1
TS_astronauten_seilspringen_brunnen_männer.jpg;Target;Die Astronaut*innen springen Seil vor dem Brunnen.;;;gen_star;men;1
TS_astronauten_seilspringen_brunnen_gemischt.jpg;Target;Die Astronaut*innen springen Seil vor dem Brunnen.;;;gen_star;mixed;1
TS_kellner_laufen_flugzeug_frauen.jpg;Target;Die Kellner laufen durch das Flugzeug.;;;gen_masc;women;2
TS_kellner_laufen_flugzeug_männer.jpg;Target;Die Kellner laufen durch das Flugzeug.;;;gen_masc;men;2
TS_kellner_laufen_flugzeug_gemischt.jpg;Target;Die Kellner laufen durch das Flugzeug.;;;gen_masc;mixed;2
TS_kellner_laufen_flugzeug_frauen.jpg;Target;Die Kellner*innen laufen durch das Flugzeug.;;;gen_star;women;2
TS_kellner_laufen_flugzeug_männer.jpg;Target;Die Kellner*innen laufen durch das Flugzeug.;;;gen_star;men;2
TS_kellner_laufen_flugzeug_gemischt.jpg;Target;Die Kellner*innen laufen durch das Flugzeug.;;;gen_star;mixed;2
TS_kellner_schach_zoo_frauen.jpg;Target;Die Kellner spielen Schach im Zoo.;;;gen_masc;women;3
TS_kellner_schach_zoo_männer.jpg;Target;Die Kellner spielen Schach im Zoo.;;;gen_masc;men;3
TS_kellner_schach_zoo_gemischt.jpg;Target;Die Kellner spielen Schach im Zoo.;;;gen_masc;mixed;3
TS_kellner_schach_zoo_frauen.jpg;Target;Die Kellner*innen spielen Schach im Zoo.;;;gen_star;women;3
TS_kellner_schach_zoo_männer.jpg;Target;Die Kellner*innen spielen Schach im Zoo.;;;gen_star;men;3
TS_kellner_schach_zoo_gemischt.jpg;Target;Die Kellner*innen spielen Schach im Zoo.;;;gen_star;mixed;3
TS_kellner_seilspringen_bibliothek_frauen.jpg;Target;Die Kellner springen Seil in der Bibliothek.;;;gen_masc;women;4
TS_kellner_seilspringen_bibliothek_männer.jpg;Target;Die Kellner springen Seil in der Bibliothek.;;;gen_masc;men;4
TS_kellner_seilspringen_bibliothek_gemischt.jpg;Target;Die Kellner springen Seil in der Bibliothek.;;;gen_masc;mixed;4
TS_kellner_seilspringen_bibliothek_frauen.jpg;Target;Die Kellner*innen springen Seil in der Bibliothek.;;;gen_star;women;4
TS_kellner_seilspringen_bibliothek_männer.jpg;Target;Die Kellner*innen springen Seil in der Bibliothek.;;;gen_star;men;4
TS_kellner_seilspringen_bibliothek_gemischt.jpg;Target;Die Kellner*innen springen Seil in der Bibliothek.;;;gen_star;mixed;4
TS_kinobesucher_lesen_burg_frauen.jpg;Target;Die Kinobesucher lesen in der Burg.;;;gen_masc;women;5
TS_kinobesucher_lesen_burg_männer.jpg;Target;Die Kinobesucher lesen in der Burg.;;;gen_masc;men;5
TS_kinobesucher_lesen_burg_gemischt.jpg;Target;Die Kinobesucher lesen in der Burg.;;;gen_masc;mixed;5
TS_kinobesucher_lesen_burg_frauen.jpg;Target;Die Kinobesucher*innen lesen in der Burg.;;;gen_star;women;5
TS_kinobesucher_lesen_burg_männer.jpg;Target;Die Kinobesucher*innen lesen in der Burg.;;;gen_star;men;5
TS_kinobesucher_lesen_burg_gemischt.jpg;Target;Die Kinobesucher*innen lesen in der Burg.;;;gen_star;mixed;5
TS_köche_liegen_vulkan_frauen.jpg;Target;Die Köche vor einem Vulkan.;;;gen_masc;women;6
TS_köche_liegen_vulkan_männer.jpg;Target;Die Köche vor einem Vulkan.;;;gen_masc;men;6
TS_köche_liegen_vulkan_gemischt.jpg;Target;Die Köche vor einem Vulkan.;;;gen_masc;mixed;6
TS_köche_liegen_vulkan_frauen.jpg;Target;Die Köch*innen liegen vor einem Vulkan.;;;gen_star;women;6
TS_köche_liegen_vulkan_männer.jpg;Target;Die Köch*innen liegen vor einem Vulkan.;;;gen_star;men;6
TS_köche_liegen_vulkan_gemischt.jpg;Target;Die Köch*innen liegen vor einem Vulkan.;;;gen_star;mixed;6
TS_laborassistenten_schach_vulkan_frauen.jpg;Target;Die Laborassistenten spielen Schach vor einem Vulkan.;;;gen_masc;women;7
TS_laborassistenten_schach_vulkan_männer.jpg;Target;Die Laborassistenten spielen Schach vor einem Vulkan.;;;gen_masc;men;7
TS_laborassistenten_schach_vulkan_gemischt.jpg;Target;Die Laborassistenten spielen Schach vor einem Vulkan.;;;gen_masc;mixed;7
TS_laborassistenten_schach_vulkan_frauen.jpg;Target;Die Laborassistent*innen spielen Schach vor einem Vulkan.;;;gen_star;women;7
TS_laborassistenten_schach_vulkan_männer.jpg;Target;Die Laborassistent*innen spielen Schach vor einem Vulkan.;;;gen_star;men;7
TS_laborassistenten_schach_vulkan_gemischt.jpg;Target;Die Laborassistent*innen spielen Schach vor einem Vulkan.;;;gen_star;mixed;7
TS_laborassistenten_seilspringen_burg_frauen.jpg;Target;Die Laborassistenten springen Seil vor einer Burg.;;;gen_masc;women;8
TS_laborassistenten_seilspringen_burg_männer.jpg;Target;Die Laborassistenten springen Seil vor einer Burg.;;;gen_masc;men;8
TS_laborassistenten_seilspringen_burg_gemischt.jpg;Target;Die Laborassistenten springen Seil vor einer Burg.;;;gen_masc;mixed;8
TS_laborassistenten_seilspringen_burg_frauen.jpg;Target;Die Laborassistent*innen springen Seil vor einer Burg.;;;gen_star;women;8
TS_laborassistenten_seilspringen_burg_männer.jpg;Target;Die Laborassistent*innen springen Seil vor einer Burg.;;;gen_star;men;8
TS_laborassistenten_seilspringen_burg_gemischt.jpg;Target;Die Laborassistent*innen springen Seil vor einer Burg.;;;gen_star;mixed;8
TS_laborassistenten_sitzen_flugzeug_frauen.jpg;Target;Die Laborassistenten sitzen im Flugzeug.;;;gen_masc;women;9
TS_laborassistenten_sitzen_flugzeug_männer.jpg;Target;Die Laborassistenten sitzen im Flugzeug.;;;gen_masc;men;9
TS_laborassistenten_sitzen_flugzeug_gemischt.jpg;Target;Die Laborassistenten sitzen im Flugzeug.;;;gen_masc;mixed;9
TS_laborassistenten_sitzen_flugzeug_frauen.jpg;Target;Die Laborassistent*innen sitzen im Flugzeug.;;;gen_star;women;9
TS_laborassistenten_sitzen_flugzeug_männer.jpg;Target;Die Laborassistent*innen sitzen im Flugzeug.;;;gen_star;men;9
TS_laborassistenten_sitzen_flugzeug_gemischt.jpg;Target;Die Laborassistent*innen sitzen im Flugzeug.;;;gen_star;mixed;9
TS_maler_seilspringen_bahnhof_frauen.jpg;Target;Die Maler springen Seil im Bahnhof.;;;gen_masc;women;10
TS_maler_seilspringen_bahnhof_männer.jpg;Target;Die Maler springen Seil im Bahnhof.;;;gen_masc;men;10
TS_maler_seilspringen_bahnhof_gemischt.jpg;Target;Die Maler springen Seil im Bahnhof.;;;gen_masc;mixed;10
TS_maler_seilspringen_bahnhof_frauen.jpg;Target;Die Maler*innen springen Seil im Bahnhof.;;;gen_star;women;10
TS_maler_seilspringen_bahnhof_männer.jpg;Target;Die Maler*innen springen Seil im Bahnhof.;;;gen_star;men;10
TS_maler_seilspringen_bahnhof_gemischt.jpg;Target;Die Maler*innen springen Seil im Bahnhof.;;;gen_star;mixed;10
TS_musiker_kaffeetrinken_zug_frauen.jpg;Target;Die Musiker trinken Kaffee im Zug.;;;gen_masc;women;11
TS_musiker_kaffeetrinken_zug_männer.jpg;Target;Die Musiker trinken Kaffee im Zug.;;;gen_masc;men;11
TS_musiker_kaffeetrinken_zug_gemischt.jpg;Target;Die Musiker trinken Kaffee im Zug.;;;gen_masc;mixed;11
TS_musiker_kaffeetrinken_zug_frauen.jpg;Target;Die Musiker*innen trinken Kaffee im Zug.;;;gen_star;women;11
TS_musiker_kaffeetrinken_zug_männer.jpg;Target;Die Musiker*innen trinken Kaffee im Zug.;;;gen_star;men;11
TS_musiker_kaffeetrinken_zug_gemischt.jpg;Target;Die Musiker*innen trinken Kaffee im Zug.;;;gen_star;mixed;11
TS_schwimmer_essen_bibliothek_frauen.jpg;Target;Die Schwimmer essen in der Bibliothek.;;;gen_masc;women;12
TS_schwimmer_essen_bibliothek_männer.jpg;Target;Die Schwimmer essen in der Bibliothek.;;;gen_masc;men;12
TS_schwimmer_essen_bibliothek_gemischt.jpg;Target;Die Schwimmer essen in der Bibliothek.;;;gen_masc;mixed;12
TS_schwimmer_essen_bibliothek_frauen.jpg;Target;Die Schwimmer*innen essen in der Bibliothek.;;;gen_star;women;12
TS_schwimmer_essen_bibliothek_männer.jpg;Target;Die Schwimmer*innen essen in der Bibliothek.;;;gen_star;men;12
TS_schwimmer_essen_bibliothek_gemischt.jpg;Target;Die Schwimmer*innen essen in der Bibliothek.;;;gen_star;mixed;12
TS_sportler_boxen_zoo_frauen.jpg;Target;Die Sportler boxen im Zoo.;;;gen_masc;women;13
TS_sportler_boxen_zoo_männer.jpg;Target;Die Sportler boxen im Zoo.;;;gen_masc;men;13
TS_sportler_boxen_zoo_gemischt.jpg;Target;Die Sportler boxen im Zoo.;;;gen_masc;mixed;13
TS_sportler_boxen_zoo_frauen.jpg;Target;Die Sportler*innen boxen im Zoo.;;;gen_star;women;13
TS_sportler_boxen_zoo_männer.jpg;Target;Die Sportler*innen boxen im Zoo.;;;gen_star;men;13
TS_sportler_boxen_zoo_gemischt.jpg;Target;Die Sportler*innen boxen im Zoo.;;;gen_star;mixed;13
TS_sportler_laufen_brunnen_frauen.jpg;Target;Die Sportler laufen vor dem Brunnen.;;;gen_masc;women;14
TS_sportler_laufen_brunnen_männer.jpg;Target;Die Sportler laufen vor dem Brunnen.;;;gen_masc;men;14
TS_sportler_laufen_brunnen_gemischt.jpg;Target;Die Sportler laufen vor dem Brunnen.;;;gen_masc;mixed;14
TS_sportler_laufen_brunnen_frauen.jpg;Target;Die Sportler*innen laufen vor dem Brunnen.;;;gen_star;women;14
TS_sportler_laufen_brunnen_männer.jpg;Target;Die Sportler*innen laufen vor dem Brunnen.;;;gen_star;men;14
TS_sportler_laufen_brunnen_gemischt.jpg;Target;Die Sportler*innen laufen vor dem Brunnen.;;;gen_star;mixed;14
TS_sportler_seilspringen_flugzeug_frauen.jpg;Target;Die Sportler springen Seil vor einem Flugzeug.;;;gen_masc;women;15
TS_sportler_seilspringen_flugzeug_männer.jpg;Target;Die Sportler springen Seil vor einem Flugzeug.;;;gen_masc;men;15
TS_sportler_seilspringen_flugzeug_gemischt.jpg;Target;Die Sportler springen Seil vor einem Flugzeug.;;;gen_masc;mixed;15
TS_sportler_seilspringen_flugzeug_frauen.jpg;Target;Die Sportler*innen springen Seil vor einem Flugzeug.;;;gen_star;women;15
TS_sportler_seilspringen_flugzeug_männer.jpg;Target;Die Sportler*innen springen Seil vor einem Flugzeug.;;;gen_star;men;15
TS_sportler_seilspringen_flugzeug_gemischt.jpg;Target;Die Sportler*innen springen Seil vor einem Flugzeug.;;;gen_star;mixed;15
TS_sportler_boxen_vulkan_frauen.jpg;Target;Die Sportler boxen vor einem Vulkan.;;;gen_masc;women;16
TS_sportler_boxen_vulkan_männer.jpg;Target;Die Sportler boxen vor einem Vulkan.;;;gen_masc;men;16
TS_sportler_boxen_vulkan_gemischt.jpg;Target;Die Sportler boxen vor einem Vulkan.;;;gen_masc;mixed;16
TS_sportler_boxen_vulkan_frauen.jpg;Target;Die Sportler*innen boxen vor einem Vulkan.;;;gen_star;women;16
TS_sportler_boxen_vulkan_männer.jpg;Target;Die Sportler*innen boxen vor einem Vulkan.;;;gen_star;men;16
TS_sportler_boxen_vulkan_gemischt.jpg;Target;Die Sportler*innen boxen vor einem Vulkan.;;;gen_star;mixed;16
TS_musiker_kaffeetrinken_bibliothek_frauen.jpg;Target;Die Musiker trinken Kaffee in der Bibliothek.;;;gen_masc;women;17
TS_musiker_kaffeetrinken_bibliothek_männer.jpg;Target;Die Musiker trinken Kaffee in der Bibliothek.;;;gen_masc;men;17
TS_musiker_kaffeetrinken_bibliothek_gemischt.jpg;Target;Die Musiker trinken Kaffee in der Bibliothek.;;;gen_masc;mixed;17
TS_musiker_kaffeetrinken_bibliothek_frauen.jpg;Target;Die Musiker*innen trinken Kaffee in der Bibliothek.;;;gen_star;women;17
TS_musiker_kaffeetrinken_bibliothek_männer.jpg;Target;Die Musiker*innen trinken Kaffee in der Bibliothek.;;;gen_star;men;17
TS_musiker_kaffeetrinken_bibliothek_gemischt.jpg;Target;Die Musiker*innen trinken Kaffee in der Bibliothek.;;;gen_star;mixed;17
TS_laborassistenten_lesen_zug_frauen.jpg;Target;Die Laborassistenten lesen im Zug.;;;gen_masc;women;18
TS_laborassistenten_lesen_zug_männer.jpg;Target;Die Laborassistenten lesen im Zug.;;;gen_masc;men;18
TS_laborassistenten_lesen_zug_gemischt.jpg;Target;Die Laborassistenten lesen im Zug.;;;gen_masc;mixed;18
TS_laborassistenten_lesen_zug_frauen.jpg;Target;Die Laborassistent*innen lesen im Zug.;;;gen_star;women;18
TS_laborassistenten_lesen_zug_männer.jpg;Target;Die Laborassistent*innen lesen im Zug.;;;gen_star;men;18
TS_laborassistenten_lesen_zug_gemischt.jpg;Target;Die Laborassistent*innen lesen im Zug.;;;gen_star;mixed;18
TS_köche_sitzen_bibliothek_frauen.jpg;Target;Die Köche sitzen in der Bibliothek.;;;gen_masc;women;19
TS_köche_sitzen_bibliothek_männer.jpg;Target;Die Köche sitzen in der Bibliothek.;;;gen_masc;men;19
TS_köche_sitzen_bibliothek_gemischt.jpg;Target;Die Köche sitzen in der Bibliothek.;;;gen_masc;mixed;19
TS_köche_sitzen_bibliothek_frauen.jpg;Target;Die Köch*innen sitzen in der Bibliothek.;;;gen_star;women;19
TS_köche_sitzen_bibliothek_männer.jpg;Target;Die Köch*innen sitzen in der Bibliothek.;;;gen_star;men;19
TS_köche_sitzen_bibliothek_gemischt.jpg;Target;Die Köch*innen sitzen in der Bibliothek.;;;gen_star;mixed;19
TS_schwimmer_liegen_zug_frauen.jpg;Target;Die Schwimmer liegen im Zug.;;;gen_masc;women;20
TS_schwimmer_liegen_zug_männer.jpg;Target;Die Schwimmer liegen im Zug.;;;gen_masc;men;20
TS_schwimmer_liegen_zug_gemischt.jpg;Target;Die Schwimmer liegen im Zug.;;;gen_masc;mixed;20
TS_schwimmer_liegen_zug_frauen.jpg;Target;Die Schwimmer*innen liegen im Zug.;;;gen_star;women;20
TS_schwimmer_liegen_zug_männer.jpg;Target;Die Schwimmer*innen liegen im Zug.;;;gen_star;men;20
TS_schwimmer_liegen_zug_gemischt.jpg;Target;Die Schwimmer*innen liegen im Zug.;;;gen_star;mixed;20
TS_musiker_essen_burg_frauen.jpg;Target;Die Musiker essen in der Burg.;;;gen_masc;women;21
TS_musiker_essen_burg_männer.jpg;Target;Die Musiker essen in der Burg.;;;gen_masc;men;21
TS_musiker_essen_burg_gemischt.jpg;Target;Die Musiker essen in der Burg.;;;gen_masc;mixed;21
TS_musiker_essen_burg_frauen.jpg;Target;Die Musiker*innen essen in der Burg.;;;gen_star;women;21
TS_musiker_essen_burg_männer.jpg;Target;Die Musiker*innen essen in der Burg.;;;gen_star;men;21
TS_musiker_essen_burg_gemischt.jpg;Target;Die Musiker*innen essen in der Burg.;;;gen_star;mixed;21
TS_kinobesucher_kaffeetrinken_bahnhof_frauen.jpg;Target;Die Kinobesucher trinken Kaffee im Bahnhof.;;;gen_masc;women;22
TS_kinobesucher_kaffeetrinken_bahnhof_männer.jpg;Target;Die Kinobesucher trinken Kaffee im Bahnhof.;;;gen_masc;men;22
TS_kinobesucher_kaffeetrinken_bahnhof_gemischt.jpg;Target;Die Kinobesucher trinken Kaffee im Bahnhof.;;;gen_masc;mixed;22
TS_kinobesucher_kaffeetrinken_bahnhof_ frauen.jpg;Target;Die Kinobesucher*innen trinken Kaffee im Bahnhof.;;;gen_star;women;22
TS_kinobesucher_kaffeetrinken_bahnhof_männer.jpg;Target;Die Kinobesucher*innen trinken Kaffee im Bahnhof.;;;gen_star;men;22
TS_kinobesucher_kaffeetrinken_bahnhof_gemischt.jpg;Target;Die Kinobesucher*innen trinken Kaffee im Bahnhof.;;;gen_star;mixed;22
TS_maler_lesen_supermarkt_frauen.jpg;Target;Die Maler lesen im Supermarkt.;;;gen_masc;women;23
TS_maler_lesen_supermarkt_männer.jpg;Target;Die Maler lesen im Supermarkt.;;;gen_masc;men;23
TS_maler_lesen_supermarkt_gemischt.jpg;Target;Die Maler lesen im Supermarkt.;;;gen_masc;mixed;23
TS_maler_lesen_supermarkt_frauen.jpg;Target;Die Maler*innen lesen im Supermarkt.;;;gen_star;women;23
TS_maler_lesen_supermarkt_männer.jpg;Target;Die Maler*innen lesen im Supermarkt.;;;gen_star;men;23
TS_maler_lesen_supermarkt_gemischt.jpg;Target;Die Maler*innen lesen im Supermarkt.;;;gen_star;mixed;23
TS_astronauten_lesen_zoo_frauen.jpg;Target;Die Astronauten lesen im Zoo.;;;gen_masc;women;24
TS_astronauten_lesen_zoo_männer.jpg;Target;Die Astronauten lesen im Zoo.;;;gen_masc;men;24
TS_astronauten_lesen_zoo_gemischt.jpg;Target;Die Astronauten lesen im Zoo.;;;gen_masc;mixed;24
TS_astronauten_lesen_zoo_frauen.jpg;Target;Die Astronaut*innen lesen im Zoo.;;;gen_star;women;24
TS_astronauten_lesen_zoo_männer.jpg;Target;Die Astronaut*innen lesen im Zoo.;;;gen_star;men;24
TS_astronauten_lesen_zoo_gemischt.jpg;Target;Die Astronaut*innen lesen im Zoo.;;;gen_star;mixed;24
TS_kellner_boxen_vulkan_frauen.jpg;Target;Die Kellner boxen vor dem Vulkan.;;;gen_masc;women;25
TS_kellner_boxen_vulkan_männer.jpg;Target;Die Kellner boxen vor dem Vulkan.;;;gen_masc;men;25
TS_kellner_boxen_vulkan_gemischt.jpg;Target;Die Kellner boxen vor dem Vulkan.;;;gen_masc;mixed;25
TS_kellner_boxen_vulkan_frauen.jpg;Target;Die Kellner*innen boxen vor dem Vulkan.;;;gen_star;women;25
TS_kellner_boxen_vulkan_männer.jpg;Target;Die Kellner*innen boxen vor dem Vulkan.;;;gen_star;men;25
TS_kellner_boxen_vulkan_gemischt.jpg;Target;Die Kellner*innen boxen vor dem Vulkan.;;;gen_star;mixed;25
TS_laborassistenten_laufen_bibliothek_frauen.jpg;Target;Die Laborassistenten laufen durch die Bibliothek.;;;gen_masc;women;26
TS_laborassistenten_laufen_bibliothek_männer.jpg;Target;Die Laborassistenten laufen durch die Bibliothek.;;;gen_masc;men;26
TS_laborassistenten_laufen_bibliothek_gemischt.jpg;Target;Die Laborassistenten laufen durch die Bibliothek.;;;gen_masc;mixed;26
TS_laborassistenten_laufen_bibliothek_frauen.jpg;Target;Die Laborassistent*innen laufen durch die Bibliothek.;;;gen_star;women;26
TS_laborassistenten_laufen_bibliothek_männer.jpg;Target;Die Laborassistent*innen laufen durch die Bibliothek.;;;gen_star;men;26
TS_laborassistenten_laufen_bibliothek_gemischt.jpg;Target;Die Laborassistent*innen laufen durch die Bibliothek.;;;gen_star;mixed;26
TS_köche_schachspielen_zug_frauen.jpg;Target;Die Köche spielen Schach im Zug.;;;gen_masc;women;27
TS_köche_schachspielen_zug_männer.jpg;Target;Die Köche spielen Schach im Zug.;;;gen_masc;men;27
TS_köche_schachspielen_zug_gemischt.jpg;Target;Die Köche spielen Schach im Zug.;;;gen_masc;mixed;27
TS_köche_schachspielen_zug_frauen.jpg;Target;Die Köch*innen spielen Schach im Zug.;;;gen_star;women;27
TS_köche_schachspielen_zug_männer.jpg;Target;Die Köch*innen spielen Schach im Zug.;;;gen_star;men;27
TS_köche_schachspielen_zug_gemischt.jpg;Target;Die Köch*innen spielen Schach im Zug.;;;gen_star;mixed;27
TS_schwimmer_sitzen_burg_frauen.jpg;Target;Die Schwimmer sitzen in der Burg.;;;gen_masc;women;28
TS_schwimmer_sitzen_burg_männer.jpg;Target;Die Schwimmer sitzen in der Burg.;;;gen_masc;men;28
TS_schwimmer_sitzen_burg_gemischt.jpg;Target;Die Schwimmer sitzen in der Burg.;;;gen_masc;mixed;28
TS_schwimmer_sitzen_burg_frauen.jpg;Target;Die Schwimmer*innen sitzen in der Burg.;;;gen_star;women;28
TS_schwimmer_sitzen_burg_männer.jpg;Target;Die Schwimmer*innen sitzen in der Burg.;;;gen_star;men;28
TS_schwimmer_sitzen_burg_gemischt.jpg;Target;Die Schwimmer*innen sitzen in der Burg.;;;gen_star;mixed;28
TS_musiker_liegen_bahnhof_frauen.jpg;Target;Die Musiker liegen im Bahnhof.;;;gen_masc;women;29
TS_musiker_liegen_bahnhof_männer.jpg;Target;Die Musiker liegen im Bahnhof.;;;gen_masc;men;29
TS_musiker_liegen_bahnhof_gemischt.jpg;Target;Die Musiker liegen im Bahnhof.;;;gen_masc;mixed;29
TS_musiker_liegen_bahnhof_frauen.jpg;Target;Die Musiker*innen liegen im Bahnhof.;;;gen_star;women;29
TS_musiker_liegen_bahnhof_männer.jpg;Target;Die Musiker*innen liegen im Bahnhof.;;;gen_star;men;29
TS_musiker_liegen_bahnhof_gemischt.jpg;Target;Die Musiker*innen liegen im Bahnhof.;;;gen_star;mixed;29
TS_kinobesucher_essen_supermarkt_frauen.jpg;Target;Die Kinobesucher essen im Supermarkt.;;;gen_masc;women;30
TS_kinobesucher_essen_supermarkt_männer.jpg;Target;Die Kinobesucher essen im Supermarkt.;;;gen_masc;men;30
TS_kinobesucher_essen_supermarkt_gemischt.jpg;Target;Die Kinobesucher essen im Supermarkt.;;;gen_masc;mixed;30
TS_kinobesucher_essen_supermarkt_frauen.jpg;Target;Die Kinobesucher*innen essen im Supermarkt.;;;gen_star;women;30
TS_kinobesucher_essen_supermarkt_männer.jpg;Target;Die Kinobesucher*innen essen im Supermarkt.;;;gen_star;men;30
TS_kinobesucher_essen_supermarkt_gemischt.jpg;Target;Die Kinobesucher*innen essen im Supermarkt.;;;gen_star;mixed;30
TS_maler_kaffeetrinken_brunnen_frauen.jpg;Target;Die Maler trinken Kaffee vor dem Brunnen.;;;gen_masc;women;31
TS_maler_kaffeetrinken_brunnen_männer.jpg;Target;Die Maler trinken Kaffee vor dem Brunnen.;;;gen_masc;men;31
TS_maler_kaffeetrinken_brunnen_gemischt.jpg;Target;Die Maler trinken Kaffee vor dem Brunnen.;;;gen_masc;mixed;31
TS_maler_kaffeetrinken_brunnen_frauen.jpg;Target;Die Maler*innen trinken Kaffee vor dem Brunnen.;;;gen_star;women;31
TS_maler_kaffeetrinken_brunnen_männer.jpg;Target;Die Maler*innen trinken Kaffee vor dem Brunnen.;;;gen_star;men;31
TS_maler_kaffeetrinken_brunnen_gemischt.jpg;Target;Die Maler*innen trinken Kaffee vor dem Brunnen.;;;gen_star;mixed;31
TS_astronauten_essen_vulkan_frauen.jpg;Target;Die Astronauten essen vor dem Vulkan.;;;gen_masc;women;32
TS_astronauten_essen_vulkan_männer.jpg;Target;Die Astronauten essen vor dem Vulkan.;;;gen_masc;men;32
TS_astronauten_essen_vulkan_gemischt.jpg;Target;Die Astronauten essen vor dem Vulkan.;;;gen_masc;mixed;32
